Student Name,Course ID,Student ID,Enrollment Number,Year,Course Name,Duration (Years),Branch,Specialization,Total Fees (Per Annum),Yearly Fees,Exam Fees,Extra Fees,Hostel Accommodation,Occupancy,City,State,Country,Email,Phone,Payment Mode,12th Percentage,10th Percentage,Hostel Room Type,Annual Income,Date of Birth
Shamik Uppal,BTechCSE940,STU940,ENR940,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,adah92@example.org,9.17874E+11,Cash,62,90,Non-AC,415728,14/05/2003
Bhavin Bali,BTechCSE941,STU941,ENR941,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,krish55@example.org,9.19287E+11,Cash,86,82,AC,190338,20/11/2005
Zeeshan Tara,BTechCSE942,STU942,ENR942,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,mamootygoel@example.org,9.19459E+11,RTGS,87,66,Non-AC,527171,18/04/2004
Indranil Johal,BTechCSE943,STU943,ENR943,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Single Occupancy,Mumbai,Maharashtra,India,fbal@example.net,9.17966E+11,UPI,66,82,Non-AC,401548,23/03/2003
Sahil Chada,BTechCSE944,STU944,ENR944,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,sanakarpe@example.org,9.1736E+11,Cash,77,74,Non-AC,428674,28/06/2001
Gokul Bir,BTechCSE945,STU945,ENR945,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,ghanda@example.org,9.17235E+11,UPI,61,87,Non-AC,649104,25/08/2000
Hunar Sagar,BTechCSE946,STU946,ENR946,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,bakshipari@example.com,9.17088E+11,UPI,60,87,AC,757278,27/04/2006
Lavanya Solanki,BTechCSE947,STU947,ENR947,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Single Occupancy,Bengaluru,Karnataka,India,vbhalla@example.org,9.19156E+11,UPI,80,82,Non-AC,620394,01/04/2005
Ojas Jha,BTechCSE948,STU948,ENR948,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Triple Occupancy,Pune,Maharashtra,India,seshadriivana@example.org,9.18248E+11,RTGS,81,64,AC,576173,26/11/2003
Nitara Sen,BTechCSE949,STU949,ENR949,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Hyderabad,Telangana,India,kanthiran@example.org,9.18815E+11,Cash,66,71,AC,441777,06/05/2006
Faiyaz Madan,BTechCSE950,STU950,ENR950,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,dzachariah@example.org,9.18582E+11,UPI,79,78,Non-AC,554521,18/03/2001
Jiya Chatterjee,BTechCSE951,STU951,ENR951,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,chandrarhea@example.org,9.17807E+11,RTGS,61,87,Non-AC,735900,02/07/2001
Shlok Rana,BTechCSE952,STU952,ENR952,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,guhaadah@example.com,9.18292E+11,Cheque,66,83,Non-AC,146567,13/12/2003
Kavya Lad,BTechCSE953,STU953,ENR953,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Double Occupancy,Chennai,Tamil Nadu,India,aniruddhchadha@example.org,9.18861E+11,RTGS,66,60,Non-AC,587438,15/01/2003
Myra Baria,BTechCSE954,STU954,ENR954,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Hyderabad,Telangana,India,urvi53@example.com,9.18412E+11,UPI,66,85,Non-AC,471378,17/01/2006
Urvi Choudhury,BTechCSE955,STU955,ENR955,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,akarshbera@example.com,9.18684E+11,Cheque,61,71,AC,312873,09/10/2005
Indrajit Brahmbhatt,BTechCSE956,STU956,ENR956,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Hyderabad,Telangana,India,ivan26@example.com,9.19432E+11,Cheque,90,69,AC,785809,15/09/2005
Navya Sachdev,BTechCSE957,STU957,ENR957,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Delhi,Delhi,India,mamootyandra@example.org,9.18228E+11,Cash,89,68,AC,645306,25/01/2003
Myra Sha,BTechCSE958,STU958,ENR958,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Chennai,Tamil Nadu,India,tanyabalan@example.org,9.17492E+11,DD,75,88,Non-AC,301586,10/12/2005
Madhav Lala,BTechCSE959,STU959,ENR959,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Triple Occupancy,Jaipur,Rajasthan,India,hbrar@example.com,9.18365E+11,DD,81,70,AC,183827,25/02/2002
Renee Sen,BTechCSE960,STU960,ENR960,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,ivenkatesh@example.org,9.19847E+11,UPI,88,63,Non-AC,397458,21/12/2001
Madhav Hora,BTechCSE961,STU961,ENR961,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Single Occupancy,Kolkata,West Bengal,India,asrinivas@example.net,9.19873E+11,Cheque,65,75,Non-AC,226278,28/02/2001
Zeeshan Raman,BTechCSE962,STU962,ENR962,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Triple Occupancy,Bengaluru,Karnataka,India,ojasganguly@example.org,9.17145E+11,DD,71,71,Non-AC,222836,26/12/2001
Romil Joshi,BTechCSE963,STU963,ENR963,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Ahmedabad,Gujarat,India,rajagopalansumer@example.com,9.19844E+11,DD,71,88,AC,792441,17/08/2004
Onkar Saha,BTechCSE964,STU964,ENR964,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Triple Occupancy,Ahmedabad,Gujarat,India,pranay82@example.com,9.18328E+11,UPI,83,78,Non-AC,274142,10/04/2003
Eshani Chadha,BTechCSE965,STU965,ENR965,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,anvibarman@example.org,9.19818E+11,DD,87,72,Non-AC,581731,28/12/2004
Prisha Saraf,BTechCSE966,STU966,ENR966,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,hsampath@example.net,9.19622E+11,Cash,60,75,AC,751013,26/05/2006
Divyansh Kari,BTechCSE967,STU967,ENR967,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,saanvigoda@example.com,9.18685E+11,Cash,86,81,Non-AC,459362,25/03/2006
Ivana Saraf,BTechCSE968,STU968,ENR968,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Triple Occupancy,Delhi,Delhi,India,dadashlok@example.org,9.17337E+11,DD,73,77,AC,146390,16/11/2003
Jivika Bhasin,BTechCSE969,STU969,ENR969,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Gaming Technology,169000,154000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,htrivedi@example.org,9.17584E+11,RTGS,70,74,AC,378572,22/01/2005
Madhav Bedi,BTechCSE970,STU970,ENR970,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,saanvi44@example.org,9.17935E+11,Cheque,85,80,AC,420330,29/10/2002
Vritika Sahota,BTechCSE971,STU971,ENR971,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,aarna65@example.net,9.19739E+11,Cash,72,67,AC,287465,03/03/2001
Jayant Dass,BTechCSE972,STU972,ENR972,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Triple Occupancy,Jaipur,Rajasthan,India,rkulkarni@example.com,9.17249E+11,Cheque,64,89,AC,407533,15/09/2003
Aayush Tak,BTechCSE973,STU973,ENR973,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Double Occupancy,Hyderabad,Telangana,India,smajumdar@example.net,9.19654E+11,RTGS,64,86,Non-AC,178319,28/11/2005
Aradhya Vohra,BTechCSE974,STU974,ENR974,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Triple Occupancy,Kolkata,West Bengal,India,pranayvasa@example.org,9.19161E+11,Cash,64,77,AC,186024,07/08/2005
Jiya Wadhwa,BTechCSE975,STU975,ENR975,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Chennai,Tamil Nadu,India,myrabaria@example.com,9.18251E+11,Cash,75,64,AC,540614,24/06/2004
Piya Goda,BTechCSE976,STU976,ENR976,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Single Occupancy,Chennai,Tamil Nadu,India,daminiraman@example.org,9.17569E+11,Cash,81,86,AC,542513,03/12/2001
Seher Hayer,BTechCSE977,STU977,ENR977,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,keershlok@example.com,9.19035E+11,DD,70,89,Non-AC,266693,12/01/2005
Purab Grewal,BTechCSE978,STU978,ENR978,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,navya68@example.net,9.18159E+11,RTGS,62,80,Non-AC,390018,08/04/2001
Darshit Mani,BTechCSE979,STU979,ENR979,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,hmani@example.org,9.17087E+11,UPI,74,60,AC,282815,22/11/2003
Misha Soni,BTechCSE980,STU980,ENR980,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Single Occupancy,Chennai,Tamil Nadu,India,ramanathanyashvi@example.net,9.19439E+11,RTGS,66,78,AC,287064,24/04/2002
Baiju Andra,BTechCSE981,STU981,ENR981,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Single Occupancy,Chennai,Tamil Nadu,India,jayanbail@example.com,9.17817E+11,UPI,77,69,Non-AC,678916,08/07/2002
Bhavin Master,BTechCSE982,STU982,ENR982,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Double Occupancy,Delhi,Delhi,India,dharhridaan@example.org,9.17453E+11,Cash,71,62,AC,674790,23/01/2005
Shamik Kala,BTechCSE983,STU983,ENR983,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Single Occupancy,Chennai,Tamil Nadu,India,bahrisahil@example.net,9.19416E+11,RTGS,87,88,AC,748814,13/09/2002
Riya Kara,BTechCSE984,STU984,ENR984,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Double Occupancy,Hyderabad,Telangana,India,emir40@example.net,9.19179E+11,Cheque,69,89,AC,689697,03/08/2004
Mohanlal Soman,BTechCSE985,STU985,ENR985,2018,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Triple Occupancy,Jaipur,Rajasthan,India,chaudryryan@example.com,9.19209E+11,Cash,77,71,Non-AC,694371,07/11/2002
Ojas Sunder,BTechCSE986,STU986,ENR986,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Mumbai,Maharashtra,India,nakul89@example.net,9.19514E+11,RTGS,90,67,Non-AC,435651,22/04/2001
Zain Kalita,BTechCSE987,STU987,ENR987,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Double Occupancy,Kolkata,West Bengal,India,csoni@example.org,9.17019E+11,DD,88,83,AC,728031,27/05/2003
Badal Sant,BTechCSE988,STU988,ENR988,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,mannatvyas@example.org,9.17331E+11,UPI,87,64,Non-AC,452733,26/07/2002
Jhanvi Dash,BTechCSE989,STU989,ENR989,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cyber Security and Digital Forensic,169000,154000,15000,0,Yes,Single Occupancy,Mumbai,Maharashtra,India,krishnankiara@example.net,9.18743E+11,Cash,74,61,Non-AC,563309,24/02/2001
Romil Mandal,BTechCSE990,STU990,ENR990,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Bengaluru,Karnataka,India,aainadugar@example.com,9.19306E+11,RTGS,80,71,AC,471396,08/07/2004
Jayesh Grewal,BTechCSE991,STU991,ENR991,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,eshani30@example.org,9.19638E+11,UPI,86,62,AC,612800,01/12/2004
Sumer Dhillon,BTechCSE992,STU992,ENR992,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Internet of Things and Cyber Security Including Blockchain Technology,169000,154000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,nirvi50@example.net,9.19776E+11,DD,88,72,AC,598950,07/07/2000
Divij Ramakrishnan,BTechCSE993,STU993,ENR993,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Geographical Information Systems and Remote Sensing,169000,154000,15000,0,Yes,Double Occupancy,Pune,Maharashtra,India,devanshkeer@example.com,9.18937E+11,RTGS,86,80,Non-AC,462529,14/01/2005
Taimur Comar,BTechCSE994,STU994,ENR994,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Business Analytics and Optimization,169000,154000,15000,0,Yes,Single Occupancy,Kolkata,West Bengal,India,sana26@example.com,9.17269E+11,RTGS,76,61,Non-AC,416431,25/01/2002
Kartik Dugal,BTechCSE995,STU995,ENR995,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Double Occupancy,Lucknow,Uttar Pradesh,India,vritikachoudhry@example.org,9.17957E+11,Cash,78,90,Non-AC,578374,29/04/2005
Vivaan Gade,BTechCSE996,STU996,ENR996,2022,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Double Occupancy,Jaipur,Rajasthan,India,lallakavya@example.net,9.18997E+11,Cheque,83,83,AC,685581,14/03/2005
Biju Sahota,BTechCSE997,STU997,ENR997,2020,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Analytics,169000,154000,15000,0,Yes,Single Occupancy,Ahmedabad,Gujarat,India,earya@example.net,9.17173E+11,Cash,82,65,Non-AC,170762,05/12/2005
Emir Roy,BTechCSE998,STU998,ENR998,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Single Occupancy,Hyderabad,Telangana,India,aggarwalishita@example.org,9.18617E+11,Cheque,79,89,AC,381124,14/02/2005
Shamik Sathe,BTechCSE999,STU999,ENR999,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Full Stack Development,169000,154000,15000,0,Yes,Double Occupancy,Ahmedabad,Gujarat,India,qsolanki@example.org,9.19429E+11,RTGS,64,80,AC,234348,17/07/2001
Aayush Tara,BTechCSE1000,STU1000,ENR1000,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Cloud Computing and Virtualization,169000,154000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,fdugar@example.com,9.17249E+11,Cash,81,75,Non-AC,117166,29/07/2000
Anaya Bora,BTechCSE1001,STU1001,ENR1001,2023,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Triple Occupancy,Delhi,Delhi,India,nehmatrama@example.com,9.1877E+11,RTGS,79,62,AC,531390,12/01/2006
Adah Chauhan,BTechCSE1002,STU1002,ENR1002,2021,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Data Science,169000,154000,15000,0,Yes,Triple Occupancy,Chennai,Tamil Nadu,India,kundaindrajit@example.com,9.17304E+11,RTGS,74,74,Non-AC,739926,19/01/2001
Reyansh Ganesan,BTechCSE1003,STU1003,ENR1003,2019,B.Tech in Computer Science and Engineering,4,Computer Science and Engineering,Artificial Intelligence and Machine Learning,169000,154000,15000,0,Yes,Triple Occupancy,Mumbai,Maharashtra,India,qsaxena@example.com,9.18566E+11,Cash,74,62,Non-AC,184418,08/08/2000
